Retailer,Retailer_ID,Invoice_Date,Region,State,City,Product,Sales_Method,Price_per_Unit,Units_Sold,Total_Sales,Operating_Profit,
Kohl's,1189833,5/5/2021,West,California,Los Angeles,Men's Apparel,Outlet,60,675,405000,222750,
Kohl's,1189833,6/5/2021,West,California,Los Angeles,Women's Apparel,Outlet,65,650,422500,84500,
Kohl's,1189833,7/5/2021,West,California,Los Angeles,Men's Street Footwear,Outlet,50,850,425000,170000,
Kohl's,1189833,8/5/2021,West,California,Los Angeles,Men's Athletic Footwear,Outlet,55,850,467500,116875,
Kohl's,1189833,9/5/2021,West,California,Los Angeles,Women's Street Footwear,Outlet,50,700,350000,140000,
Kohl's,1189833,10/5/2021,West,California,Los Angeles,Women's Athletic Footwear,Outlet,50,650,325000,113750,
Kohl's,1189833,11/5/2021,West,California,Los Angeles,Men's Apparel,Outlet,60,650,390000,214500,
Kohl's,1189833,12/5/2021,West,California,Los Angeles,Women's Apparel,Outlet,65,700,455000,91000,
Kohl's,1189833,13-05-2021,West,California,Los Angeles,Men's Street Footwear,Outlet,50,800,400000,160000,
Kohl's,1189833,14-05-2021,West,California,Los Angeles,Men's Athletic Footwear,Outlet,55,800,440000,110000,
Kohl's,1189833,15-05-2021,West,California,Los Angeles,Women's Street Footwear,Outlet,50,650,325000,130000,
Kohl's,1189833,16-05-2021,West,California,Los Angeles,Women's Athletic Footwear,Outlet,50,625,312500,109375,
Kohl's,1189833,17-05-2021,West,California,Los Angeles,Men's Apparel,Outlet,60,600,360000,198000,
Kohl's,1189833,18-05-2021,West,California,Los Angeles,Women's Apparel,Outlet,65,650,422500,84500,
Kohl's,1189833,19-05-2021,West,California,Los Angeles,Men's Street Footwear,Outlet,50,825,412500,165000,
Kohl's,1189833,20-05-2021,West,California,Los Angeles,Men's Athletic Footwear,Outlet,55,825,453750,113437.5,
Kohl's,1189833,21-05-2021,West,California,Los Angeles,Women's Street Footwear,Outlet,50,675,337500,135000,
Kohl's,1189833,22-05-2021,West,California,Los Angeles,Women's Athletic Footwear,Outlet,50,650,325000,113750,
Kohl's,1189833,23-05-2021,West,California,Los Angeles,Men's Apparel,Outlet,60,600,360000,198000,
Kohl's,1189833,24-05-2021,West,California,Los Angeles,Women's Apparel,Outlet,65,700,455000,91000,
Kohl's,1189833,25-05-2021,West,California,Los Angeles,Men's Street Footwear,Outlet,50,900,450000,180000,
Kohl's,1189833,26-05-2021,West,California,Los Angeles,Men's Athletic Footwear,Outlet,55,900,495000,123750,
Kohl's,1189833,27-05-2021,West,California,Los Angeles,Women's Street Footwear,Outlet,50,700,350000,140000,
Kohl's,1189833,28-05-2021,West,California,Los Angeles,Women's Athletic Footwear,Outlet,50,700,350000,122500,
Kohl's,1189833,29-05-2021,West,California,Los Angeles,Men's Apparel,Outlet,60,625,375000,206250,
Kohl's,1189833,30-05-2021,West,California,Los Angeles,Women's Apparel,Outlet,65,725,471250,94250,
Foot Locker,1185732,31-05-2021,West,California,Los Angeles,Men's Street Footwear,Outlet,45,475,213750,85500,
Foot Locker,1185732,1/6/2021,West,California,Los Angeles,Men's Athletic Footwear,Outlet,45,275,123750,43312.5,
Foot Locker,1185732,2/6/2021,West,California,Los Angeles,Women's Street Footwear,Outlet,35,275,96250,33687.5,
Foot Locker,1185732,3/6/2021,West,California,Los Angeles,Women's Athletic Footwear,Outlet,40,125,50000,20000,
Foot Locker,1185732,4/6/2021,Midwest,Illinois,Chicago,Men's Apparel,Outlet,55,175,96250,33687.5,
Foot Locker,1185732,5/6/2021,Midwest,Illinois,Chicago,Women's Apparel,Outlet,45,275,123750,61875,
Foot Locker,1185732,6/6/2021,Midwest,Illinois,Chicago,Men's Street Footwear,Outlet,45,525,236250,94500,
Foot Locker,1185732,7/6/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,Outlet,45,175,78750,27562.5,
Foot Locker,1185732,8/6/2021,Midwest,Illinois,Chicago,Women's Street Footwear,Outlet,35,225,78750,27562.5,
Foot Locker,1185732,9/6/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,Outlet,40,100,40000,16000,
Foot Locker,1185732,10/6/2021,Midwest,Illinois,Chicago,Men's Apparel,Outlet,55,175,96250,33687.5,
Foot Locker,1185732,11/6/2021,Midwest,Illinois,Chicago,Women's Apparel,Outlet,45,275,123750,61875,
Foot Locker,1185732,12/6/2021,Midwest,Illinois,Chicago,Men's Street Footwear,Outlet,50,495,247500,99000,
Foot Locker,1185732,13-06-2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,Outlet,50,200,100000,35000,
Foot Locker,1185732,14-06-2021,Midwest,Illinois,Chicago,Women's Street Footwear,Outlet,40,225,90000,31500,
Foot Locker,1185732,15-06-2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,Outlet,45,75,33750,13500,
Foot Locker,1185732,16-06-2021,Midwest,Illinois,Chicago,Men's Apparel,Outlet,60,125,75000,26250,
Foot Locker,1185732,17-06-2021,Midwest,Illinois,Chicago,Women's Apparel,Outlet,50,225,112500,56250,
Foot Locker,1185732,18-06-2021,Midwest,Illinois,Chicago,Men's Street Footwear,Outlet,50,450,225000,90000,
Foot Locker,1185732,19-06-2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,Outlet,50,150,75000,26250,
Foot Locker,1185732,20-06-2021,Midwest,Illinois,Chicago,Women's Street Footwear,Outlet,40,150,60000,21000,
Foot Locker,1185732,21-06-2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,Outlet,45,75,33750,13500,
Foot Locker,1185732,22-06-2021,Midwest,Illinois,Chicago,Men's Apparel,Outlet,60,100,60000,21000,
Foot Locker,1185732,23-06-2021,Midwest,Illinois,Chicago,Women's Apparel,Outlet,50,225,112500,56250,
Foot Locker,1185732,24-06-2021,Midwest,Illinois,Chicago,Men's Street Footwear,Outlet,60,495,297000,118800,
Foot Locker,1185732,25-06-2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,Outlet,55,200,110000,38500,
Foot Locker,1185732,26-06-2021,Midwest,Illinois,Chicago,Women's Street Footwear,Outlet,50,175,87500,30625,
Foot Locker,1185732,27-06-2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,Outlet,50,100,50000,20000,
Foot Locker,1185732,28-06-2021,Midwest,Illinois,Chicago,Men's Apparel,Outlet,60,125,75000,26250,
Foot Locker,1185732,29-06-2021,Midwest,Illinois,Chicago,Women's Apparel,Outlet,65,250,162500,81250,
Foot Locker,1185732,30-06-2021,Midwest,Illinois,Chicago,Men's Street Footwear,Outlet,50,500,250000,100000,
Foot Locker,1185732,1/7/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,Outlet,45,250,112500,39375,
Foot Locker,1185732,2/7/2021,Midwest,Illinois,Chicago,Women's Street Footwear,Outlet,40,200,80000,28000,
Foot Locker,1185732,3/7/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,Outlet,40,175,70000,28000,
Foot Locker,1185732,4/7/2021,Midwest,Illinois,Chicago,Men's Apparel,Outlet,50,175,87500,30625,
Foot Locker,1185732,5/7/2021,Midwest,Illinois,Chicago,Women's Apparel,Outlet,55,350,192500,96250,
Foot Locker,1185732,6/7/2021,Midwest,Illinois,Chicago,Men's Street Footwear,Outlet,50,575,287500,115000,
Foot Locker,1185732,7/7/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,Outlet,45,325,146250,51187.5,
Foot Locker,1185732,8/7/2021,Midwest,Illinois,Chicago,Women's Street Footwear,Outlet,40,250,100000,35000,
Foot Locker,1185732,9/7/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,Outlet,40,200,80000,32000,
Foot Locker,1185732,10/7/2021,Midwest,Illinois,Chicago,Men's Apparel,Outlet,50,225,112500,39375,
Foot Locker,1185732,11/7/2021,Midwest,Illinois,Chicago,Women's Apparel,Outlet,55,400,220000,110000,
Foot Locker,1185732,12/7/2021,Midwest,Illinois,Chicago,Men's Street Footwear,Outlet,50,550,275000,110000,
Foot Locker,1185732,13-07-2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,Outlet,45,325,146250,51187.5,
Foot Locker,1185732,14-07-2021,Midwest,Illinois,Chicago,Women's Street Footwear,Outlet,40,250,100000,35000,
Foot Locker,1185732,15-07-2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,Outlet,40,225,90000,36000,
Foot Locker,1185732,16-07-2021,Midwest,Illinois,Chicago,Men's Apparel,Outlet,50,200,100000,35000,
Foot Locker,1185732,17-07-2021,Midwest,Illinois,Chicago,Women's Apparel,Outlet,55,375,206250,103125,
Foot Locker,1185732,18-07-2021,Midwest,Illinois,Chicago,Men's Street Footwear,Outlet,50,500,250000,100000,
Foot Locker,1185732,19-07-2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,Outlet,45,300,135000,47250,
Foot Locker,1185732,20-07-2021,Midwest,Illinois,Chicago,Women's Street Footwear,Outlet,40,200,80000,28000,
Foot Locker,1185732,21-07-2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,Outlet,40,175,70000,28000,
Foot Locker,1185732,22-07-2021,Midwest,Illinois,Chicago,Men's Apparel,Outlet,50,175,87500,30625,
Foot Locker,1185732,23-07-2021,Midwest,Illinois,Chicago,Women's Apparel,Outlet,55,250,137500,68750,
Foot Locker,1185732,24-07-2021,Midwest,Illinois,Chicago,Men's Street Footwear,Outlet,60,425,255000,102000,
Foot Locker,1185732,25-07-2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,Outlet,50,250,125000,43750,
Foot Locker,1185732,26-07-2021,Midwest,Illinois,Chicago,Women's Street Footwear,Outlet,50,150,75000,26250,
Foot Locker,1185732,27-07-2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,Outlet,50,125,62500,25000,
Foot Locker,1185732,28-07-2021,Midwest,Illinois,Chicago,Men's Apparel,Outlet,60,125,75000,26250,
Foot Locker,1185732,29-07-2021,Midwest,Illinois,Chicago,Women's Apparel,Outlet,65,250,162500,81250,
Foot Locker,1185732,30-07-2021,Midwest,Illinois,Chicago,Men's Street Footwear,Outlet,60,400,240000,96000,
Foot Locker,1185732,31-07-2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,Outlet,50,250,125000,43750,
Foot Locker,1185732,1/8/2021,Midwest,Illinois,Chicago,Women's Street Footwear,Outlet,50,195,97500,34125,
Foot Locker,1185732,2/8/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,Outlet,50,175,87500,35000,
Foot Locker,1185732,3/8/2021,Midwest,Illinois,Chicago,Men's Apparel,Outlet,60,150,90000,31500,
Foot Locker,1185732,4/8/2021,Midwest,Illinois,Chicago,Women's Apparel,Outlet,65,250,162500,81250,
Foot Locker,1185732,5/8/2021,Midwest,Illinois,Chicago,Men's Street Footwear,Outlet,60,500,300000,120000,
Foot Locker,1185732,6/8/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,Outlet,50,300,150000,52500,
Foot Locker,1185732,7/8/2021,Midwest,Illinois,Chicago,Women's Street Footwear,Outlet,50,250,125000,43750,
Foot Locker,1185732,8/8/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,Outlet,50,200,100000,40000,
Foot Locker,1185732,9/8/2021,Midwest,Illinois,Chicago,Men's Apparel,Outlet,60,200,120000,42000,
Foot Locker,1185732,10/8/2021,Midwest,Illinois,Chicago,Women's Apparel,Outlet,65,300,195000,97500,
Sports Direct,1197831,11/8/2021,Midwest,Illinois,Chicago,Men's Street Footwear,Outlet,20,725,145000,43500,
Sports Direct,1197831,12/8/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,Outlet,30,725,217500,65250,
Sports Direct,1197831,13-08-2021,Midwest,Illinois,Chicago,Women's Street Footwear,Outlet,30,525,157500,47250,
Sports Direct,1197831,14-08-2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,Outlet,35,525,183750,73500,
Sports Direct,1197831,15-08-2021,South,Texas,Dallas,Men's Apparel,Outlet,40,375,150000,37500,
Sports Direct,1197831,16-08-2021,South,Texas,Dallas,Women's Apparel,Outlet,35,525,183750,82687.5,
Sports Direct,1197831,17-08-2021,South,Texas,Dallas,Men's Street Footwear,Outlet,25,675,168750,50625,
Sports Direct,1197831,18-08-2021,South,Texas,Dallas,Men's Athletic Footwear,Outlet,35,650,227500,68250,
Sports Direct,1197831,19-08-2021,South,Texas,Dallas,Women's Street Footwear,Outlet,35,475,166250,49875,
Sports Direct,1197831,20-08-2021,South,Texas,Dallas,Women's Athletic Footwear,Outlet,35,425,148750,59500,
Sports Direct,1197831,21-08-2021,South,Texas,Dallas,Men's Apparel,Outlet,40,300,120000,30000,
Sports Direct,1197831,22-08-2021,South,Texas,Dallas,Women's Apparel,Outlet,35,500,175000,78750,
Sports Direct,1197831,23-08-2021,South,Texas,Dallas,Men's Street Footwear,Outlet,30,675,202500,70875,
Sports Direct,1197831,24-08-2021,South,Texas,Dallas,Men's Athletic Footwear,Outlet,40,675,270000,94500,
Sports Direct,1197831,25-08-2021,South,Texas,Dallas,Women's Street Footwear,Outlet,30,500,150000,52500,
Sports Direct,1197831,26-08-2021,South,Texas,Dallas,Women's Athletic Footwear,Outlet,35,400,140000,63000,
Sports Direct,1197831,27-08-2021,South,Texas,Dallas,Men's Apparel,Outlet,40,300,120000,36000,
Sports Direct,1197831,28-08-2021,South,Texas,Dallas,Women's Apparel,Outlet,35,450,157500,78750,
Sports Direct,1197831,29-08-2021,South,Texas,Dallas,Men's Street Footwear,Outlet,20,700,140000,49000,
Sports Direct,1197831,30-08-2021,South,Texas,Dallas,Men's Athletic Footwear,Outlet,30,700,210000,73500,
Sports Direct,1197831,31-08-2021,South,Texas,Dallas,Women's Street Footwear,Outlet,25,525,131250,45937.5,
Sports Direct,1197831,1/9/2021,South,Texas,Dallas,Women's Athletic Footwear,Outlet,30,425,127500,57375,
Sports Direct,1197831,2/9/2021,South,Texas,Dallas,Men's Apparel,Outlet,35,325,113750,34125,
Sports Direct,1197831,3/9/2021,South,Texas,Dallas,Women's Apparel,Outlet,30,600,180000,90000,
Sports Direct,1197831,4/9/2021,South,Texas,Dallas,Men's Street Footwear,Outlet,20,750,150000,52500,
Sports Direct,1197831,5/9/2021,South,Texas,Dallas,Men's Athletic Footwear,Outlet,30,775,232500,81375,
Sports Direct,1197831,6/9/2021,South,Texas,Dallas,Women's Street Footwear,Outlet,25,625,156250,54687.5,
Sports Direct,1197831,7/9/2021,South,Texas,Dallas,Women's Athletic Footwear,Outlet,35,550,192500,86625,
Sports Direct,1197831,8/9/2021,South,Texas,Dallas,Men's Apparel,Outlet,50,450,225000,67500,
Sports Direct,1197831,9/9/2021,South,Texas,Dallas,Women's Apparel,Outlet,45,800,360000,180000,
Sports Direct,1197831,10/9/2021,South,Texas,Dallas,Men's Street Footwear,Outlet,45,800,360000,126000,
Sports Direct,1197831,11/9/2021,South,Texas,Dallas,Men's Athletic Footwear,Outlet,50,800,400000,140000,
Sports Direct,1197831,12/9/2021,South,Texas,Dallas,Women's Street Footwear,Outlet,45,650,292500,102375,
Sports Direct,1197831,13-09-2021,South,Texas,Dallas,Women's Athletic Footwear,Outlet,45,600,270000,121500,
Sports Direct,1197831,14-09-2021,South,Texas,Dallas,Men's Apparel,Outlet,50,500,250000,75000,
Sports Direct,1197831,15-09-2021,South,Texas,Dallas,Women's Apparel,Outlet,55,875,481250,240625,
Sports Direct,1197831,16-09-2021,South,Texas,Dallas,Men's Street Footwear,Outlet,45,825,371250,148500,
Sports Direct,1197831,17-09-2021,South,Texas,Dallas,Men's Athletic Footwear,Outlet,50,825,412500,165000,
Sports Direct,1197831,18-09-2021,South,Texas,Dallas,Women's Street Footwear,Outlet,45,975,438750,175500,
Sports Direct,1197831,19-09-2021,South,Texas,Dallas,Women's Athletic Footwear,Outlet,45,575,258750,129375,
Sports Direct,1197831,20-09-2021,South,Texas,Dallas,Men's Apparel,Outlet,50,575,287500,100625,
Sports Direct,1197831,21-09-2021,South,Texas,Dallas,Women's Apparel,Outlet,60,850,510000,280500,
Sports Direct,1197831,22-09-2021,South,Texas,Dallas,Men's Street Footwear,Outlet,50,800,400000,160000,
Sports Direct,1197831,23-09-2021,South,Texas,Dallas,Men's Athletic Footwear,Outlet,55,800,440000,176000,
Sports Direct,1197831,24-09-2021,South,Texas,Dallas,Women's Street Footwear,Outlet,50,975,487500,195000,
Sports Direct,1197831,25-09-2021,South,Texas,Dallas,Women's Athletic Footwear,Outlet,50,525,262500,131250,
Sports Direct,1197831,26-09-2021,South,Texas,Dallas,Men's Apparel,Outlet,55,525,288750,101062.5,
Sports Direct,1197831,27-09-2021,South,Texas,Dallas,Women's Apparel,Outlet,60,775,465000,255750,
Sports Direct,1197831,28-09-2021,South,Texas,Dallas,Men's Street Footwear,Outlet,55,725,398750,159500,
Sports Direct,1197831,29-09-2021,South,Texas,Dallas,Men's Athletic Footwear,Outlet,55,675,371250,148500,
Sports Direct,1197831,30-09-2021,South,Texas,Dallas,Women's Street Footwear,Outlet,60,725,435000,174000,
Sports Direct,1197831,1/10/2021,South,Texas,Dallas,Women's Athletic Footwear,Outlet,60,450,270000,135000,
Sports Direct,1197831,2/10/2021,South,Texas,Dallas,Men's Apparel,Outlet,55,450,247500,86625,
Sports Direct,1197831,3/10/2021,South,Texas,Dallas,Women's Apparel,Outlet,50,675,337500,185625,
Sports Direct,1197831,4/10/2021,South,Texas,Dallas,Men's Street Footwear,Outlet,40,625,250000,100000,
Sports Direct,1197831,5/10/2021,South,Texas,Dallas,Men's Athletic Footwear,Outlet,40,625,250000,100000,
Sports Direct,1197831,6/10/2021,South,Texas,Dallas,Women's Street Footwear,Outlet,45,575,258750,103500,
Sports Direct,1197831,7/10/2021,South,Texas,Dallas,Women's Athletic Footwear,Outlet,45,425,191250,95625,
Sports Direct,1197831,8/10/2021,South,Texas,Dallas,Men's Apparel,Outlet,40,400,160000,56000,
Sports Direct,1197831,9/10/2021,South,Texas,Dallas,Women's Apparel,Outlet,50,575,287500,158125,
Sports Direct,1197831,10/10/2021,South,Texas,Dallas,Men's Street Footwear,Outlet,40,725,290000,116000,
Sports Direct,1197831,11/10/2021,South,Texas,Dallas,Men's Athletic Footwear,Outlet,40,725,290000,116000,
Sports Direct,1197831,12/10/2021,South,Texas,Dallas,Women's Street Footwear,Outlet,65,650,422500,169000,
Sports Direct,1197831,13-10-2021,South,Texas,Dallas,Women's Athletic Footwear,Outlet,65,500,325000,162500,
Sports Direct,1197831,14-10-2021,South,Texas,Dallas,Men's Apparel,Outlet,60,475,285000,99750,
Sports Direct,1197831,15-10-2021,South,Texas,Dallas,Women's Apparel,Outlet,70,675,472500,259875,
Sports Direct,1197831,16-10-2021,South,Texas,Dallas,Men's Street Footwear,Outlet,60,825,495000,198000,
Sports Direct,1197831,17-10-2021,South,Texas,Dallas,Men's Athletic Footwear,Outlet,60,825,495000,198000,
Sports Direct,1197831,18-10-2021,South,Texas,Dallas,Women's Street Footwear,Outlet,65,725,471250,188500,
Sports Direct,1197831,19-10-2021,South,Texas,Dallas,Women's Athletic Footwear,Outlet,65,575,373750,186875,
Sports Direct,1197831,20-10-2021,South,Texas,Dallas,Men's Apparel,Outlet,60,525,315000,110250,
Sports Direct,1197831,21-10-2021,South,Texas,Dallas,Women's Apparel,Outlet,70,775,542500,298375,
