invoice_no,invoice_date,age,category,quantity,selling_price_per_unit,cost_price_per_unit,payment_method,region,state,shopping_mall
I186896,10/30/2016,52,Toys,1,35.84,25.088,Credit Card,West,Oregon,Zorlu Center
I207465,10/30/2016,27,Clothing,2,600.16,450.12,Cash,West,Oregon,Istinye Park
I191148,10/30/2016,43,Technology,2,2100,1890,Credit Card,South,Florida,Viaport Outlet
I159487,10/30/2016,36,Clothing,1,300.08,225.06,Cash,South,Florida,Zorlu Center
I215141,10/30/2016,19,Souvenir,1,11.73,8.211,Cash,South,Florida,Kanyon
I235828,10/30/2016,21,Books,5,75.75,56.8125,Cash,East,Ohio,Metrocity
I281274,10/30/2016,20,Clothing,1,300.08,225.06,Cash,East,Ohio,Kanyon
I135898,10/30/2016,23,Toys,2,71.68,50.176,Debit Card,East,Ohio,Metropol AVM
I943072,10/30/2016,52,Cosmetics,2,81.32,56.924,Cash,East,Ohio,Metrocity
I142738,10/30/2016,24,Clothing,4,1200.32,1140.304,Credit Card,West,Colorado,Kanyon
I304665,10/30/2016,20,Food & Beverage,5,26.15,19.6125,Credit Card,West,Colorado,Metropol AVM
I133240,10/30/2016,58,Toys,3,107.52,80.64,Credit Card,West,Colorado,Zorlu Center
I215906,10/30/2016,21,Clothing,4,1200.32,1140.304,Debit Card,West,Colorado,Mall of Istanbul
I247747,10/30/2016,35,Shoes,2,1200.34,1080.306,Cash,West,Colorado,Istinye Park
I227154,10/30/2016,29,Cosmetics,3,121.98,91.485,Cash,East,Massachusetts,Kanyon
I133197,10/30/2016,68,Cosmetics,2,81.32,56.924,Credit Card,East,Massachusetts,Viaport Outlet
I542618,10/30/2016,50,Cosmetics,3,121.98,91.485,Debit Card,East,Massachusetts,Zorlu Center
I522612,10/30/2016,44,Toys,3,107.52,80.64,Cash,East,Massachusetts,Kanyon
I336817,10/30/2016,47,Clothing,1,300.08,225.06,Cash,East,Massachusetts,Istinye Park
I216982,10/30/2016,48,Souvenir,4,46.92,35.19,Cash,Central,Illinois,Metrocity
I317443,10/30/2016,39,Toys,1,35.84,25.088,Credit Card,East,New York,Mall of Istanbul
I115679,10/30/2016,27,Clothing,11,300.08,285.06,Cash,Central,Michigan,Kanyon
I227707,10/30/2016,34,Shoes,4,2400.68,2280.646,Cash,East,Massachusetts,Viaport Outlet
I238456,10/30/2016,65,Food & Beverage,1,5.23,3.661,Cash,East,Massachusetts,Kanyon
I940840,10/30/2016,53,Cosmetics,2,81.32,56.924,Cash,South,Virginia,Istinye Park
I298805,10/30/2016,19,Food & Beverage,3,15.69,10.983,Credit Card,West,Colorado,Kanyon
I169894,10/30/2016,19,Clothing,2,600.16,450.12,Cash,West,Colorado,Istinye Park
I183571,10/30/2016,31,Food & Beverage,1,5.23,3.661,Credit Card,West,Colorado,Metrocity
I921232,10/30/2016,43,Toys,2,71.68,50.176,Cash,West,Colorado,Istinye Park
I130799,10/30/2016,42,Clothing,3,900.24,675.18,Credit Card,East,Massachusetts,Metrocity
I199384,10/30/2016,58,Books,4,60.6,45.45,Credit Card,South,Florida,Kanyon
I300557,10/30/2016,34,Cosmetics,3,121.98,91.485,Debit Card,South,Florida,Istinye Park
I162186,10/30/2016,32,Cosmetics,2,81.32,56.924,Debit Card,East,Pennsylvania,Istinye Park
I299125,10/30/2016,27,Souvenir,4,46.92,35.19,Credit Card,East,New York,Kanyon
I720017,10/30/2016,28,Food & Beverage,2,10.46,7.322,Credit Card,East,New York,Kanyon
I293086,10/30/2016,55,Cosmetics,3,121.98,91.485,Credit Card,East,New York,Kanyon
I995407,10/30/2016,48,Souvenir,3,35.19,24.633,Cash,East,New York,Metropol AVM
I306845,10/30/2016,46,Food & Beverage,4,20.92,15.69,Credit Card,East,New York,Mall of Istanbul
I274190,10/30/2016,20,Toys,3,107.52,80.64,Cash,West,Idaho,Metropol AVM
I305432,10/30/2016,39,Toys,3,107.52,80.64,Credit Card,West,Oregon,Mall of Istanbul
I224122,10/30/2016,44,Clothing,5,1500.4,1425.38,Credit Card,West,Oregon,Mall of Istanbul
I119142,10/30/2016,35,Cosmetics,5,203.3,162.64,Debit Card,South,Tennessee,Istinye Park
I117526,10/30/2016,48,Cosmetics,5,203.3,162.64,Credit Card,East,Pennsylvania,Zorlu Center
I195735,10/30/2016,22,Clothing,1,300.08,225.06,Credit Card,East,Pennsylvania,Kanyon
I243930,10/30/2016,52,Technology,3,3150,2677.5,Debit Card,East,Pennsylvania,Istinye Park
I320007,10/30/2016,45,Clothing,5,1500.4,1425.38,Debit Card,East,Pennsylvania,Metrocity
I339004,10/30/2016,64,Clothing,4,1200.32,1140.304,Credit Card,East,Pennsylvania,Mall of Istanbul
I139437,10/30/2016,38,Souvenir,5,58.65,43.9875,Credit Card,East,Pennsylvania,Mall of Istanbul
I325491,10/30/2016,45,Shoes,2,1200.34,1080.306,Cash,East,Pennsylvania,Kanyon
I332582,10/30/2016,41,Souvenir,5,58.65,43.9875,Cash,East,Pennsylvania,Metropol AVM
I976566,10/30/2016,57,Cosmetics,1,40.66,28.462,Cash,West,Oregon,Viaport Outlet
I420592,10/30/2016,57,Food & Beverage,4,20.92,15.69,Debit Card,West,Oregon,Kanyon
I312499,10/30/2016,60,Books,1,15.15,10.605,Credit Card,West,Oregon,Mall of Istanbul
I304591,10/30/2016,44,Food & Beverage,2,10.46,7.322,Debit Card,West,Oregon,Kanyon
I122118,10/30/2016,38,Cosmetics,5,203.3,162.64,Cash,West,Oregon,Metrocity
I297539,10/30/2016,65,Food & Beverage,3,15.69,10.983,Credit Card,West,Idaho,Mall of Istanbul
I339496,10/30/2016,30,Clothing,1,300.08,225.06,Debit Card,East,Pennsylvania,Metropol AVM
I160687,10/30/2016,50,Clothing,2,600.16,450.12,Debit Card,East,Pennsylvania,Istinye Park
I153842,10/30/2016,19,Food & Beverage,3,15.69,10.983,Credit Card,East,Pennsylvania,Viaport Outlet
I615452,10/30/2016,26,Shoes,1,600.17,450.1275,Debit Card,East,Pennsylvania,Metrocity
I908600,10/30/2016,54,Cosmetics,4,162.64,130.112,Credit Card,Central,Texas,Viaport Outlet
I708279,10/30/2016,63,Cosmetics,3,121.98,91.485,Credit Card,West,Oregon,Zorlu Center
I328691,10/30/2016,66,Clothing,2,600.16,450.12,Debit Card,East,Massachusetts,Metrocity
I423782,10/30/2016,48,Cosmetics,2,81.32,56.924,Debit Card,East,Massachusetts,Mall of Istanbul
I123315,10/30/2016,46,Clothing,2,600.16,450.12,Debit Card,East,Massachusetts,Zorlu Center
I182578,10/30/2016,54,Shoes,4,2400.68,2280.646,Cash,East,New York,Kanyon
I403818,10/30/2016,62,Books,5,75.75,56.8125,Cash,East,New York,Viaport Outlet
I508712,10/30/2016,64,Toys,3,107.52,80.64,Credit Card,East,New York,Mall of Istanbul
I959992,10/30/2016,55,Food & Beverage,3,15.69,10.983,Cash,East,New York,Metrocity
I279688,10/30/2016,20,Clothing,1,300.08,225.06,Credit Card,East,New York,Istinye Park
I300847,10/30/2016,41,Toys,5,179.2,143.36,Credit Card,East,New York,Istinye Park
I170966,10/30/2016,54,Food & Beverage,5,26.15,19.6125,Credit Card,East,New York,Istinye Park
I230221,10/30/2016,34,Clothing,1,300.08,225.06,Cash,East,New York,Metropol AVM
I317354,10/30/2016,31,Clothing,1,300.08,225.06,Cash,East,New York,Metropol AVM
I155404,10/30/2016,48,Toys,4,143.36,114.688,Cash,South,North Carolina,Metrocity
I151181,10/30/2016,44,Clothing,2,600.16,450.12,Debit Card,South,Georgia,Zorlu Center
I144046,10/30/2016,42,Shoes,1,600.17,450.1275,Credit Card,South,Georgia,Kanyon
I959386,10/30/2016,25,Shoes,1,600.17,450.1275,Credit Card,East,New York,Mall of Istanbul
I737965,10/30/2016,64,Clothing,5,1500.4,1425.38,Cash,East,New York,Kanyon
I194017,10/30/2016,67,Technology,5,5250,4725,Cash,East,New York,Kanyon
I252777,10/30/2016,55,Clothing,2,600.16,450.12,Cash,East,New York,Zorlu Center
I254142,10/30/2016,62,Shoes,3,1800.51,1620.459,Credit Card,West,Oregon,Zorlu Center
I120850,10/30/2016,54,Clothing,2,600.16,450.12,Credit Card,East,Delaware,Metrocity
I220285,10/30/2016,43,Food & Beverage,4,20.92,15.69,Credit Card,East,Delaware,Kanyon
I180980,10/30/2016,30,Clothing,2,600.16,450.12,Cash,East,Delaware,Viaport Outlet
I301451,10/30/2016,58,Cosmetics,5,203.3,162.64,Debit Card,East,Delaware,Kanyon
I125700,10/30/2016,49,Shoes,5,3000.85,2700.765,Credit Card,Central,Texas,Viaport Outlet
I533062,10/30/2016,49,Clothing,3,900.24,675.18,Cash,Central,Texas,Mall of Istanbul
I998874,10/30/2016,19,Clothing,5,1500.4,1425.38,Debit Card,West,Arizona,Mall of Istanbul
I325619,10/30/2016,58,Food & Beverage,1,5.23,3.661,Debit Card,West,Arizona,Kanyon
I200646,10/30/2016,49,Food & Beverage,2,10.46,7.322,Credit Card,West,Arizona,Kanyon
I337094,10/30/2016,50,Technology,1,1050,945,Cash,West,Arizona,Zorlu Center
I436935,10/30/2016,21,Cosmetics,4,162.64,130.112,Cash,Central,Illinois,Istinye Park
I585560,10/30/2016,21,Shoes,2,1200.34,1080.306,Cash,East,Massachusetts,Mall of Istanbul
I191967,10/30/2016,63,Cosmetics,5,203.3,162.64,Credit Card,Central,Texas,Kanyon
I304567,10/30/2016,30,Souvenir,2,23.46,16.422,Credit Card,Central,Texas,Viaport Outlet
I232809,10/30/2016,66,Shoes,5,3000.85,2700.765,Credit Card,Central,Texas,Metrocity
I157441,10/30/2016,23,Food & Beverage,4,20.92,15.69,Cash,West,Oregon,Mall of Istanbul
I591015,10/30/2016,69,Clothing,1,300.08,225.06,Cash,West,Oregon,Metrocity
I219334,10/30/2016,45,Shoes,4,2400.68,2280.646,Credit Card,Central,Michigan,Kanyon
I162719,10/30/2016,53,Clothing,5,1500.4,1425.38,Credit Card,South,Florida,Zorlu Center
I237375,10/30/2016,50,Books,1,15.15,10.605,Cash,South,Florida,Istinye Park
I289611,10/30/2016,45,Clothing,3,900.24,675.18,Debit Card,East,Pennsylvania,Istinye Park
I217650,10/30/2016,47,Food & Beverage,3,15.69,10.983,Debit Card,East,Pennsylvania,Viaport Outlet
I214129,10/30/2016,36,Clothing,1,300.08,225.06,Debit Card,East,Ohio,Metrocity
I300799,10/30/2016,61,Food & Beverage,3,15.69,10.983,Cash,East,New York,Metropol AVM
I163771,10/30/2016,46,Toys,4,143.36,114.688,Credit Card,East,New York,Mall of Istanbul
I252528,10/30/2016,47,Technology,5,5250,4725,Debit Card,West,Washington,Istinye Park
I147387,10/30/2016,38,Clothing,5,1500.4,1425.38,Cash,West,Washington,Mall of Istanbul
I186255,10/30/2016,41,Clothing,1,300.08,225.06,Credit Card,Central,Illinois,Kanyon
I308341,10/30/2016,29,Clothing,4,1200.32,1140.304,Cash,West,Idaho,Istinye Park
I177664,10/30/2016,58,Cosmetics,3,121.98,91.485,Credit Card,East,Delaware,Kanyon
I278519,10/30/2016,69,Technology,3,3150,2677.5,Debit Card,East,Delaware,Istinye Park
I160636,10/30/2016,53,Cosmetics,4,162.64,130.112,Cash,Central,Michigan,Metropol AVM
I306136,10/30/2016,26,Food & Beverage,1,5.23,3.661,Cash,Central,Texas,Metrocity
I240224,10/30/2016,53,Food & Beverage,1,5.23,3.661,Cash,Central,Texas,Mall of Istanbul
I227030,10/30/2016,63,Clothing,4,1200.32,1140.304,Credit Card,Central,Texas,Istinye Park
I258204,10/30/2016,54,Clothing,1,300.08,225.06,Credit Card,Central,Texas,Zorlu Center
I231070,10/30/2016,54,Clothing,5,1500.4,1425.38,Debit Card,South,Florida,Viaport Outlet
I434983,10/30/2016,45,Souvenir,2,23.46,16.422,Credit Card,South,North Carolina,Istinye Park
I326925,10/30/2016,62,Toys,4,143.36,114.688,Credit Card,East,New York,Kanyon
I183840,10/30/2016,18,Clothing,1,300.08,225.06,Credit Card,West,Oregon,Viaport Outlet
I533184,10/30/2016,44,Shoes,5,3000.85,2700.765,Credit Card,West,Oregon,Zorlu Center
I735039,10/30/2016,50,Clothing,1,300.08,225.06,Cash,West,Oregon,Metropol AVM
I319997,10/30/2016,31,Clothing,5,1500.4,1425.38,Credit Card,West,Oregon,Istinye Park
I228150,10/30/2016,62,Clothing,5,1500.4,1425.38,Cash,West,Oregon,Zorlu Center
I215373,10/30/2016,20,Clothing,5,1500.4,1425.38,Debit Card,West,Oregon,Kanyon
I275695,10/30/2016,65,Books,5,75.75,56.8125,Cash,West,Oregon,Mall of Istanbul
I107255,10/30/2016,63,Souvenir,1,11.73,8.211,Cash,West,Oregon,Metrocity
I301538,10/30/2016,57,Food & Beverage,4,20.92,15.69,Cash,West,Oregon,Mall of Istanbul
I119469,10/30/2016,59,Clothing,1,300.08,225.06,Debit Card,West,Washington,Metropol AVM
I678313,10/30/2016,44,Clothing,4,1200.32,1140.304,Debit Card,West,Washington,Zorlu Center
I264491,10/30/2016,63,Cosmetics,5,203.3,162.64,Credit Card,West,Oregon,Metropol AVM
I177957,10/30/2016,65,Clothing,4,1200.32,1140.304,Cash,West,Oregon,Istinye Park
I188384,10/30/2016,68,Clothing,1,300.08,225.06,Cash,South,Kentucky,Istinye Park
I527111,10/30/2016,21,Food & Beverage,2,10.46,7.322,Debit Card,West,Oregon,Metropol AVM
I152252,10/30/2016,33,Books,5,75.75,56.8125,Credit Card,West,Oregon,Mall of Istanbul
I131076,10/30/2016,23,Souvenir,2,23.46,16.422,Cash,West,Colorado,Metrocity
I151031,10/30/2016,49,Souvenir,5,58.65,43.9875,Cash,East,Massachusetts,Mall of Istanbul
I638444,10/30/2016,57,Shoes,2,1200.34,1080.306,Credit Card,East,Massachusetts,Metropol AVM
I884439,10/30/2016,54,Toys,4,143.36,114.688,Credit Card,South,Alabama,Kanyon
I381853,10/30/2016,41,Cosmetics,3,121.98,91.485,Credit Card,Central,Michigan,Zorlu Center
I104404,10/30/2016,21,Shoes,3,1800.51,1620.459,Cash,Central,Michigan,Kanyon
I926542,10/30/2016,45,Toys,1,35.84,25.088,Debit Card,East,New York,Kanyon
I263473,10/30/2016,58,Shoes,3,1800.51,1620.459,Credit Card,Central,Texas,Kanyon
I177317,10/30/2016,53,Food & Beverage,4,20.92,15.69,Cash,South,North Carolina,Mall of Istanbul
I941223,10/30/2016,53,Clothing,5,1500.4,1425.38,Credit Card,South,North Carolina,Zorlu Center
I323436,10/30/2016,39,Food & Beverage,5,26.15,19.6125,Debit Card,South,North Carolina,Kanyon
I245250,10/30/2016,21,Shoes,1,600.17,450.1275,Cash,South,North Carolina,Mall of Istanbul
I589196,10/30/2016,51,Toys,1,35.84,25.088,Credit Card,East,Massachusetts,Mall of Istanbul
I241028,10/30/2016,50,Clothing,2,600.16,450.12,Debit Card,South,Florida,Zorlu Center
I846943,10/30/2016,50,Cosmetics,4,162.64,130.112,Cash,South,Florida,Mall of Istanbul
I131492,10/30/2016,61,Food & Beverage,3,15.69,10.983,Cash,Central,Illinois,Kanyon
I252340,10/30/2016,44,Food & Beverage,5,26.15,19.6125,Credit Card,Central,Illinois,Mall of Istanbul
I571614,10/30/2016,31,Souvenir,4,46.92,35.19,Debit Card,Central,Texas,Istinye Park
I269945,10/30/2016,64,Food & Beverage,1,5.23,3.661,Credit Card,East,New York,Kanyon
I293115,10/30/2016,50,Clothing,2,600.16,450.12,Credit Card,Central,Michigan,Viaport Outlet
I180632,10/30/2016,45,Clothing,1,300.08,225.06,Credit Card,Central,Michigan,Istinye Park
I946433,10/30/2016,29,Technology,4,4200,3780,Debit Card,Central,Michigan,Kanyon
I557864,10/30/2016,33,Clothing,1,300.08,225.06,Cash,Central,Michigan,Zorlu Center
I721903,10/30/2016,29,Food & Beverage,2,10.46,7.322,Cash,Central,Michigan,Zorlu Center
I995914,10/30/2016,65,Technology,3,3150,2677.5,Credit Card,Central,Michigan,Metrocity
I423124,10/30/2016,66,Clothing,1,300.08,225.06,Cash,Central,Indiana,Metrocity
I318626,10/30/2016,54,Cosmetics,3,121.98,91.485,Credit Card,East,New York,Istinye Park
I284431,10/30/2016,44,Technology,4,4200,3780,Credit Card,East,New York,Metropol AVM
I334469,10/30/2016,46,Toys,5,179.2,143.36,Cash,East,New York,Kanyon
I568785,10/30/2016,37,Food & Beverage,5,26.15,19.6125,Cash,East,New York,Metropol AVM
I307376,10/30/2016,22,Food & Beverage,5,26.15,19.6125,Credit Card,East,New York,Metrocity
I136509,10/30/2016,55,Cosmetics,4,162.64,130.112,Cash,East,New York,Zorlu Center
I194798,10/30/2016,41,Technology,2,2100,1890,Cash,East,Ohio,Zorlu Center
I236520,10/30/2016,42,Toys,3,107.52,80.64,Credit Card,East,Ohio,Viaport Outlet
I295482,10/30/2016,24,Shoes,3,1800.51,1620.459,Credit Card,Central,Iowa,Zorlu Center
I472275,10/30/2016,43,Cosmetics,4,162.64,130.112,Cash,West,Oregon,Metrocity
I301404,10/30/2016,40,Clothing,3,900.24,675.18,Credit Card,Central,Illinois,Istinye Park
I100487,10/30/2016,22,Cosmetics,4,162.64,130.112,Cash,Central,Illinois,Kanyon
I206026,10/30/2016,27,Books,1,15.15,10.605,Cash,West,Washington,Viaport Outlet
I332620,10/30/2016,68,Cosmetics,2,81.32,56.924,Credit Card,West,Washington,Zorlu Center
I434161,10/30/2016,48,Clothing,2,600.16,450.12,Credit Card,West,Washington,Metropol AVM
I166306,10/30/2016,56,Clothing,3,900.24,675.18,Cash,West,Arizona,Viaport Outlet
I207389,10/30/2016,25,Clothing,3,900.24,675.18,Debit Card,West,Arizona,Kanyon
I237018,10/30/2016,30,Food & Beverage,4,20.92,15.69,Cash,West,Arizona,Zorlu Center
I246114,10/30/2016,49,Toys,5,179.2,143.36,Credit Card,West,Arizona,Metropol AVM
I216889,10/30/2016,57,Clothing,2,600.16,450.12,Credit Card,West,Arizona,Zorlu Center
I137065,10/30/2016,46,Food & Beverage,4,20.92,15.69,Cash,Central,Illinois,Zorlu Center
I284262,10/30/2016,29,Food & Beverage,3,15.69,10.983,Cash,Central,Texas,Kanyon
I154122,10/30/2016,69,Cosmetics,1,40.66,28.462,Debit Card,Central,Illinois,Metrocity
I950429,10/30/2016,42,Cosmetics,2,81.32,56.924,Debit Card,East,New York,Kanyon
I499170,10/30/2016,38,Toys,1,35.84,25.088,Credit Card,West,Oregon,Kanyon
I253083,10/30/2016,46,Clothing,2,600.16,450.12,Debit Card,West,Oregon,Metrocity
I508173,10/30/2016,31,Cosmetics,3,121.98,91.485,Debit Card,West,Oregon,Metropol AVM
I763131,10/30/2016,26,Clothing,5,1500.4,1425.38,Cash,West,Oregon,Zorlu Center
I149766,10/30/2016,48,Cosmetics,3,121.98,91.485,Cash,West,Oregon,Zorlu Center
I702817,10/30/2016,30,Books,5,75.75,56.8125,Credit Card,West,Oregon,Kanyon
I208491,10/30/2016,56,Clothing,1,300.08,225.06,Cash,West,California,Kanyon
I337030,10/30/2016,65,Food & Beverage,2,10.46,7.322,Cash,East,New York,Metrocity
I312041,10/30/2016,53,Clothing,2,600.16,450.12,Credit Card,East,New York,Zorlu Center
I150629,10/30/2016,43,Clothing,3,900.24,675.18,Cash,East,New York,Kanyon
I197620,10/30/2016,26,Food & Beverage,2,10.46,7.322,Cash,West,California,Metrocity
I730771,10/30/2016,23,Clothing,5,1500.4,1425.38,Debit Card,East,New York,Metrocity
I873382,10/30/2016,54,Shoes,4,2400.68,2280.646,Credit Card,East,New York,Metrocity
I637675,10/30/2016,56,Clothing,4,1200.32,1140.304,Cash,West,California,Kanyon
I153278,10/30/2016,37,Toys,2,71.68,50.176,Cash,West,California,Zorlu Center
I842493,10/30/2016,48,Clothing,3,900.24,675.18,Debit Card,West,California,Zorlu Center
I156991,10/30/2016,56,Food & Beverage,2,10.46,7.322,Debit Card,Central,Illinois,Zorlu Center
I722730,10/30/2016,58,Souvenir,2,23.46,16.422,Cash,Central,Texas,Kanyon
I299533,10/30/2016,40,Food & Beverage,3,15.69,10.983,Credit Card,Central,Texas,Kanyon
I187160,10/30/2016,38,Shoes,5,3000.85,2700.765,Debit Card,Central,Texas,Kanyon
I101832,10/30/2016,40,Cosmetics,3,121.98,91.485,Credit Card,East,New York,Kanyon
I943403,10/30/2016,64,Toys,1,35.84,25.088,Cash,East,New York,Zorlu Center
I454983,10/30/2016,28,Souvenir,5,58.65,43.9875,Debit Card,West,Washington,Zorlu Center
I338302,10/30/2016,49,Cosmetics,4,162.64,130.112,Debit Card,South,Tennessee,Viaport Outlet
I328822,10/30/2016,51,Food & Beverage,3,15.69,10.983,Cash,South,Alabama,Metrocity
I168181,10/30/2016,22,Clothing,3,900.24,675.18,Credit Card,West,California,Metrocity
I108543,10/30/2016,67,Clothing,5,1500.4,1425.38,Debit Card,West,California,Viaport Outlet
I120615,10/30/2016,22,Toys,2,71.68,50.176,Credit Card,West,California,Istinye Park
I248840,10/30/2016,26,Clothing,3,900.24,675.18,Cash,West,California,Zorlu Center
I283774,10/30/2016,42,Toys,1,35.84,25.088,Debit Card,West,Colorado,Istinye Park
I212305,10/30/2016,45,Books,1,15.15,10.605,Credit Card,West,Colorado,Zorlu Center
I111228,10/30/2016,43,Clothing,1,300.08,225.06,Credit Card,West,Colorado,Kanyon
I230558,10/30/2016,35,Cosmetics,2,81.32,56.924,Debit Card,West,Colorado,Kanyon
I130124,10/30/2016,49,Clothing,3,900.24,675.18,Credit Card,West,Colorado,Viaport Outlet
I221797,10/30/2016,49,Food & Beverage,3,15.69,10.983,Cash,East,New York,Metrocity
I154490,10/30/2016,33,Clothing,5,1500.4,1425.38,Cash,South,Georgia,Zorlu Center
I159376,10/30/2016,65,Food & Beverage,2,10.46,7.322,Cash,South,Georgia,Metropol AVM
I214545,10/30/2016,40,Souvenir,4,46.92,35.19,Cash,South,Georgia,Metropol AVM
I213589,10/30/2016,68,Technology,2,2100,1890,Cash,South,Georgia,Viaport Outlet
I101148,10/30/2016,26,Cosmetics,4,162.64,130.112,Cash,Central,Iowa,Istinye Park
I186663,10/30/2016,38,Toys,1,35.84,25.088,Debit Card,Central,Iowa,Kanyon
I291062,10/30/2016,56,Cosmetics,4,162.64,130.112,Credit Card,East,Ohio,Kanyon
I103389,10/30/2016,19,Cosmetics,1,40.66,28.462,Cash,West,California,Kanyon
I140596,10/30/2016,18,Cosmetics,2,81.32,56.924,Cash,West,California,Metrocity
I115322,10/30/2016,55,Food & Beverage,1,5.23,3.661,Credit Card,West,Idaho,Viaport Outlet
I273800,10/30/2016,53,Cosmetics,2,81.32,56.924,Cash,West,Idaho,Zorlu Center
I384332,10/30/2016,69,Cosmetics,1,40.66,28.462,Cash,West,Idaho,Metrocity
I268628,10/30/2016,27,Cosmetics,3,121.98,91.485,Cash,West,Idaho,Zorlu Center
I146305,10/30/2016,36,Food & Beverage,2,10.46,7.322,Cash,Central,Texas,Kanyon
I648743,10/30/2016,61,Shoes,5,3000.85,2700.765,Debit Card,Central,Texas,Zorlu Center
I148083,10/30/2016,43,Cosmetics,5,203.3,162.64,Credit Card,Central,Texas,Istinye Park
I733806,10/30/2016,51,Food & Beverage,4,20.92,15.69,Credit Card,Central,Michigan,Metropol AVM
I214007,10/30/2016,38,Toys,4,143.36,114.688,Credit Card,West,California,Metrocity
I480974,10/30/2016,34,Food & Beverage,2,10.46,7.322,Debit Card,West,California,Zorlu Center
I126095,10/30/2016,23,Food & Beverage,5,26.15,19.6125,Credit Card,East,Massachusetts,Metropol AVM
I100033,10/30/2016,56,Food & Beverage,4,20.92,15.69,Credit Card,South,Florida,Zorlu Center
I265860,10/30/2016,60,Food & Beverage,4,20.92,15.69,Credit Card,South,Florida,Zorlu Center
I512570,10/30/2016,59,Souvenir,4,46.92,35.19,Cash,East,Pennsylvania,Metrocity
I118757,10/30/2016,43,Clothing,1,300.08,225.06,Credit Card,East,Pennsylvania,Kanyon
I313516,10/30/2016,55,Books,4,60.6,45.45,Cash,East,Pennsylvania,Metrocity
I223795,10/30/2016,40,Clothing,3,900.24,675.18,Cash,West,California,Metrocity
I254341,10/30/2016,43,Food & Beverage,2,10.46,7.322,Credit Card,West,California,Metropol AVM
I273435,10/30/2016,59,Food & Beverage,4,20.92,15.69,Credit Card,South,Alabama,Zorlu Center
I127616,10/30/2016,24,Books,5,75.75,56.8125,Debit Card,South,Alabama,Kanyon
I893043,10/30/2016,63,Clothing,5,1500.4,1425.38,Credit Card,West,Arizona,Kanyon
I295712,10/30/2016,31,Food & Beverage,2,10.46,7.322,Cash,Central,Illinois,Zorlu Center
